My packing list,,https://lighterpack.com/r/62uf9a
,,
Karen K Wang's packing list,,http://www.karenkwang.com/pct-blog/2016/1/27/gear-list
JZ's packing list,,http://johnzahorian.com/gear
Carrot Quinn's packing list,,https://carrotquinn.com/2014/03/26/pct-2014-gear-list/
Twinkle's packing list,,https://stevenjshattuck.wordpress.com/2014/12/
,,http://www.postholer.com/gearlist/Pacific-Crest-Trail/2016/Toni2Dog/2352
